cid,time,compile,vmlinux,GZIP-bzImage,GZIP-vmlinux,GZIP,BZIP2-bzImage,BZIP2-vmlinux,BZIP2,LZMA-bzImage,LZMA-vmlinux,LZMA,XZ-bzImage,XZ-vmlinux,XZ,LZO-bzImage,LZO-vmlinux,LZO,LZ4-bzImage,LZ4-vmlinux,LZ4
56588,304.173,True,23927224,6304720,8390096,6158334,10167248,12252072,5902502,5239760,7324624,5101590,4256720,6342008,4109936,6820816,8905592,6685909,7234512,9319600,7086983
56587,304.006,True,23927224,6304720,8390096,6158341,10167248,12252072,5902656,5239760,7324624,5102255,4256720,6342008,4109652,6820816,8905592,6685911,7234512,9319600,7086985
56586,555.671,True,102977568,27488720,29574608,27343223,29667792,31753128,25401679,21660112,23745488,21523252,20025808,22111608,19878632,30159312,32244600,30024629,32186832,34272432,32038909
56585,251.681,True,17168488,4257232,6341752,4108541,8275408,10359376,4011683,3478992,5562992,3343285,3319248,5403680,3172804,4670928,6754840,4535981,4982224,7066456,4837080
56584,248.33,True,17168488,4257232,6341752,4108547,8275408,10359376,4011747,3478992,5562992,3343624,3319248,5403680,3172516,4670928,6754840,4535983,4982224,7066456,4837081
56583,452.347,True,21689936,5400016,7484880,5253526,9356752,11441064,5092140,4453840,6538192,4315437,4216272,6301048,4067764,5940688,8024952,5805315,6342096,8426672,6192792
56582,413.442,True,66137136,20873168,22959576,20726837,23838672,25924520,19574387,16662480,18748368,16526476,14049232,16135544,13903500,22790096,24875896,22655908,24432592,26518704,24285171
56581,411.092,True,66137136,20873168,22959576,20726834,23838672,25924520,19574368,16662480,18748368,16526899,14053328,16139640,13906136,22790096,24875896,22655907,24432592,26518704,24285171
56580,474.77,True,41327824,10183632,12268664,10036249,13599696,15684176,9336067,8143824,10228336,8007002,6996944,9081888,6852604,11178960,13263384,11045039,11932624,14017368,11789748
56579,366.715,True,92660280,17069008,19155832,16856723,20894672,22980944,16563981,13366224,15452528,13164842,11850704,13937432,11641588,19715024,21801240,19517455,21525456,23611992,21316547
56578,364.735,True,92660280,17069008,19155832,16856724,20894672,22980944,16564628,13366224,15452528,13165870,11842512,13929240,11631384,19715024,21801240,19517456,21525456,23611992,21316548
56577,589.75,True,44233768,7885776,9970808,7740782,11539408,13623888,7274146,6366160,8450672,6228979,5501904,7586848,5355976,8623056,10707480,8488082,9171920,11256664,9025484
56576,706.787,True,41679248,7804368,9889232,7656081,11580880,13665192,7312683,6395344,8479696,6258890,6063568,8148344,5914604,8484304,10568568,8348824,8988112,11072688,8839340
56575,721.356,True,41679248,7804368,9889232,7656084,11576784,13661096,7312160,6395344,8479696,6259164,6063568,8148344,5915388,8484304,10568568,8348825,8988112,11072688,8839341
56574,1405.85,True,31564128,8216528,10302592,8071917,12025808,14111312,7761663,6668240,8753776,6535011,6270928,8356896,6126076,9007056,11092504,8873895,9592784,11678552,9450255
56573,496.77,True,67572920,8823760,10908792,8676859,12399568,14484048,8137918,7074768,9159280,6940463,6075344,8160288,5931008,9618384,11702808,9486743,10224592,12309336,10079283
56572,434.61,True,20568040,3358672,5444728,3215369,7385040,9470544,3121847,2764752,4850288,2629237,2641872,4727840,2499476,3698640,5784088,3567497,3932112,6017880,3787666
56571,429.398,True,51873416,8307664,10394440,8105260,12358608,14444832,8037046,6636496,8722752,6445842,5235664,7322352,5036868,9536464,11622632,9348962,10400720,12487208,10198380
56570,416.229,True,51873416,8307664,10394440,8105256,12358608,14444832,8036999,6636496,8722752,6444877,5235664,7322352,5036352,9536464,11622632,9348962,10400720,12487208,10198379
56569,410.221,True,357182912,11138512,13223376,10991659,14935504,17019816,10670711,9082320,11166672,8944556,8558032,10642808,8412156,12182992,14267256,12047548,12940752,15025328,12792353
56568,362.161,True,123305688,11658704,13743224,11510867,15439312,17523280,11176487,9627088,11711088,9492871,8017360,10101792,7874976,12727760,14811672,12595568,13559248,15643480,13412005
56567,361.798,True,123304088,11654608,13739128,11509961,15439312,17523280,11174921,9627088,11711088,9492557,8021456,10105888,7877352,12727760,14811672,12593606,13555152,15639384,13410229
56566,255.677,True,12769864,2728912,4813944,2581634,6808528,8893008,2545502,2278352,4362864,2145398,2175952,4260896,2030560,2970576,5055000,2839805,3179472,5264216,3031896
56565,139.925,True,20205704,4579792,6665336,4432566,8581584,10666576,4318493,3805648,5890672,3668964,3613136,5698592,3467864,4989392,7074328,4854292,5296592,7381848,5150154
56564,139.764,True,20205704,4579792,6665336,4432566,8581584,10666576,4318454,3805648,5890672,3668449,3613136,5698592,3468848,4989392,7074328,4854296,5296592,7381848,5150156
56563,485.929,True,59988808,7291344,9378632,7089310,11452880,13539616,7132370,5902800,7989568,5713270,5485008,7572208,5283204,8208848,10295528,8020237,8876496,10963496,8673283
56562,702.053,True,70792456,12682800,14770776,12464057,16688688,18776112,12349439,9885232,11972688,9673018,8435248,10523136,8217540,14689840,16777208,14482976,16098864,18186552,15879897
56561,698.864,True,70792456,12682800,14770776,12464045,16688688,18776112,12349974,9881136,11968592,9672335,8443440,10531328,8223384,14689840,16777208,14482981,16098864,18186552,15879897
56560,374.238,True,31034632,7234512,9319896,7085577,10990544,13075368,6722738,5776336,7861200,5637412,5010384,7095672,4866084,7967696,10052472,7831443,8524752,10609840,8377499
56559,385.267,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56558,386.365,False,-1,17605680,19693760,14120401,17605680,19693760,14281032,17605680,19693760,11261311,17605680,19693760,10440284,17605680,19693760,16041686,17605680,19693760,17375705
56557,415.831,True,64725088,14349360,16437728,14120401,18625584,20713400,14281032,11478064,13565920,11261311,10667056,12755336,10440284,16258096,18345864,16041686,17605680,19693760,17375705
56556,321.932,True,44872264,10359760,12445136,10212446,14029776,16114600,9765595,8516560,10601424,8377812,8061904,10147192,7916428,11322320,13407096,11189024,12018640,14103728,11872350
56555,320.227,True,44872264,10359760,12445136,10212447,14029776,16114600,9765680,8512464,10597328,8376758,8061904,10147192,7915964,11322320,13407096,11189024,12018640,14103728,11872349
56554,254.628,True,131945744,5922768,8009168,5773657,9605072,11690920,5338333,4681680,6767568,4544962,4358096,6444408,4213992,6492112,8577912,6356473,6832080,8918192,6686192
56553,339.172,True,60443248,17342416,19428816,17195888,20492240,22578088,16227203,13873104,15958992,13736628,11444176,13530488,11297764,19001296,21087096,18866172,20348880,22434992,20201262
56552,339.751,True,60443248,17342416,19428816,17195889,20492240,22578088,16226809,13873104,15958992,13735598,11448272,13534584,11301280,19001296,21087096,18866174,20348880,22434992,20201266
56551,337.428,True,85634872,20444112,22529488,20298166,22864848,24949672,18600616,15664080,17748944,15526210,14549968,16635256,14403440,22717392,24802168,22583081,24110032,26195120,23964112
56550,193.663,True,185790008,5754832,7841240,5609896,9809872,11895720,5544720,4710352,6796240,4572772,4382672,6468984,4237660,6320080,8405880,6185545,6770640,8856752,6625946
56549,189.778,True,185790008,5754832,7841240,5609894,9809872,11895720,5544485,4706256,6792144,4571922,4382672,6468984,4238756,6320080,8405880,6185545,6770640,8856752,6625945
56548,221.209,True,22694544,5455824,7542232,5309704,9326544,11412392,5061240,4362192,6448080,4226890,3764176,5850488,3618340,5980112,8065912,5845555,6397904,8484016,6253930
56547,308.956,True,93266840,14951888,17036752,14803777,18376144,20460456,14108048,11929040,14013392,11789530,9496016,11580792,9349868,16401872,18486136,16267164,17651152,19735728,17501822
56546,312.042,True,93267888,14951888,17036752,14801503,18372048,20456360,14107399,11924944,14009296,11785731,9483728,11568504,9337624,16401872,18486136,16264986,17647056,19731632,17499814
56545,364.61,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56544,360.343,True,63697240,13071824,15156696,12922886,16647632,18731944,12383304,10446288,12530640,10307387,8672720,10757496,8524296,14370256,16454520,14235824,15361488,17446064,15214101
56543,362.547,True,63697240,13071824,15156696,12922886,16647632,18731944,12383239,10446288,12530640,10308103,8668624,10753400,8522400,14370256,16454520,14235827,15361488,17446064,15214103
56542,311.143,True,27940712,5137872,7223976,4936604,9291216,11376768,4970803,4142544,6228128,3950552,3859920,5945936,3659240,5879248,7964744,5689551,6415824,8501640,6212235
56541,407.063,True,359273176,9008592,11094736,8797816,13313488,15399080,8982864,6976976,9062608,6777065,5748176,7834232,5539584,10708432,12793976,10508302,11875792,13961648,11664396
56540,401.389,True,359258656,9008592,11094736,8799040,13313488,15399080,8983678,6972880,9058512,6773772,5744080,7830136,5534548,10708432,12793976,10509350,11875792,13961648,11665801
56539,364.604,True,74852480,17945040,20030928,17796378,20881872,22967208,16616301,13865424,15950800,13728466,11538896,13624696,11392088,19911120,21996408,19774323,21430736,23516336,21283196
56538,227.402,True,64627952,10965968,13052792,10754221,15143888,17230160,10813055,8598480,10684784,8397990,7037904,9124640,6827968,12792784,14879000,12591977,14033872,16120408,13823877
56537,229.235,True,64627952,10965968,13052792,10754222,15143888,17230160,10812889,8598480,10684784,8398094,7029712,9116448,6820284,12792784,14879000,12591979,14033872,16120408,13823880
56536,271.586,True,28250656,9020368,11105752,8871059,12882896,14967720,8615577,7328720,9413584,7190687,6878160,8963448,6732324,9872336,11957112,9737147,10503120,12588208,10355698
56535,524.518,True,23324928,7218640,9303504,7071606,11052496,13136808,6788189,5993936,8078288,5856962,5707216,7791992,5561316,7841232,9925496,7706453,8336848,10421424,8189171
56534,524.529,True,23324928,7218640,9303504,7071608,11052496,13136808,6788204,5993936,8078288,5855289,5707216,7791992,5560816,7841232,9925496,7706454,8336848,10421424,8189171
56533,249.816,True,44181928,7963600,10048632,7819767,11764688,13849168,7503058,6501328,8585840,6366006,6058960,8143904,5914824,8737744,10822168,8604990,9290704,11375448,9144823
56532,740.288,True,376051096,7946800,10035800,7727450,12145200,14233648,7808460,6308400,8396880,6100798,5083696,7172608,4864652,9253424,11341816,9046849,10187312,12276024,9968590
56531,732.319,True,376051096,7946800,10035800,7727446,12145200,14233648,7808467,6312496,8400976,6101553,5079600,7168512,4862716,9253424,11341816,9046849,10187312,12276024,9968590
56530,321.709,True,64367080,14324688,16410072,14176653,17527760,19612584,13262996,11289552,13374416,11153036,9679824,11765112,9532680,15696848,17781624,15561483,16765904,18850992,16620374
56529,430.937,True,42631096,3637200,5723600,3489845,7651280,9737128,3385786,3026896,5112784,2891539,2887632,4973944,2741272,3956688,6042488,3821198,4194256,6280368,4047496
56528,432.43,True,42631096,3637200,5723600,3489840,7651280,9737128,3385880,3026896,5112784,2891831,2887632,4973944,2741056,3956688,6042488,3821199,4194256,6280368,4047496
56527,653.764,True,184181304,21204944,23291344,21058652,23007184,25093032,18741395,15437776,17523664,15302749,13574096,15660408,13428036,24018896,26104696,23885898,26103760,28189872,25958174
56526,390.443,True,70357304,14910928,16997080,14700523,18982352,21067944,14654340,11953616,14039248,11752529,11322832,13408888,11112524,16815568,18901112,16616290,18146768,20232624,17936541
56525,393.236,True,70357304,14910928,16997080,14700523,18982352,21067944,14654453,11949520,14035152,11749089,11318736,13404792,11110460,16815568,18901112,16616290,18146768,20232624,17936540
56524,260.499,True,116424824,13955024,16042704,13744148,18706384,20793512,14379026,9621456,11708624,9423503,8695760,10783352,8487516,18304976,20392056,18106437,21073872,23161264,20865350
56523,276.093,True,34483528,8730384,10817424,8563303,12625680,14712168,8339975,6915856,9002376,6756594,6412048,8498992,6246596,9684752,11771184,9528746,10372880,12459632,10203912
56522,278.936,True,34483528,8730384,10817424,8563302,12625680,14712168,8339965,6915856,9002376,6758664,6412048,8498992,6246916,9684752,11771184,9528748,10372880,12459632,10203911
56521,357.328,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56520,336.624,True,43510744,11322832,13407696,11175127,14919120,17003432,10653225,9119184,11203536,8981443,8500688,10585464,8353132,12375504,14459768,12239058,13178320,15262896,13032774
56519,335.416,True,43510744,11322832,13407696,11175130,14919120,17003432,10653258,9127376,11211728,8987724,8500688,10585464,8353844,12375504,14459768,12239060,13178320,15262896,13032776
56518,557.919,True,66302728,16134096,18220160,15990376,19697616,21783120,15434065,13058000,15143536,12925922,12283856,14369824,12142708,17682384,19767832,17551076,18841552,20927320,18698339
56517,491.464,True,109391480,13562832,15649448,13363754,17597392,19683456,13280608,10486736,12572832,10296003,8922064,11008592,8722028,15700944,17786952,15512154,17195984,19282312,16995049
56516,493.931,True,109391480,13562832,15649448,13363799,17601488,19687552,13280764,10474448,12560544,10285104,8922064,11008592,8724220,15700944,17786952,15512155,17195984,19282312,16995050
56515,400.016,True,152597720,16281872,18370096,16114585,19525904,21613576,15242265,12710160,14797864,12553766,11030800,13118936,10866576,17883408,19971024,17730219,19157264,21245200,18993024
56514,411.831,True,58258056,16230160,18317192,16061930,19928848,22015336,15640730,13166352,15252872,13009286,12789520,14876464,12622564,17696528,19782960,17540440,18949904,21036656,18782175
56513,418.054,True,58258056,16230160,18317192,16061901,19928848,22015336,15640725,13174544,15261064,13016832,12793616,14880560,12627792,17696528,19782960,17540459,18949904,21036656,18782147
56512,327.137,True,77790888,8524240,10611528,8322600,12562896,14649632,8244939,6660560,8747328,6468337,5730768,7817968,5530864,9908688,11995368,9720963,10871248,12958248,10671263
56511,309.567,True,22315384,6783952,8869328,6636208,10642384,12727208,6375942,5612496,7697360,5473663,4494288,6579576,4348228,7361488,9446264,7225370,7840720,9925808,7691608
56510,309.559,True,22315384,6783952,8869328,6636204,10642384,12727208,6375973,5612496,7697360,5472965,4494288,6579576,4349220,7361488,9446264,7225371,7840720,9925808,7691609
56509,337.485,True,82518840,11977680,14064296,11776709,16192464,18278528,11873628,8664016,10750112,8473349,8037328,10123856,7838952,14734288,16820296,14547515,16430032,18516360,16230469
56508,305.484,True,69477600,10532304,12618408,10331946,14521808,16607360,10203705,8517072,10602656,8325596,7996880,10082896,7796448,11752912,13838408,11566012,12633552,14719368,12430960
56507,307.048,True,69477600,10532304,12618408,10331947,14521808,16607360,10203714,8521168,10606752,8328864,7996880,10082896,7795756,11752912,13838408,11566013,12633552,14719368,12430960
56506,339.322,True,26581440,6669264,8754640,6519867,10626000,12710824,6358158,5506000,7590864,5367858,5374928,7460216,5229872,7234512,9319288,7098902,7746512,9831600,7598596
56505,443.027,True,30392872,6152144,8239992,5940693,10325968,12413264,5999454,5025744,7113072,4827672,4726736,6814488,4519828,6975440,9062680,6776204,7569360,9656920,7359962
56504,444.689,True,30392872,6152144,8239992,5940692,10325968,12413264,5999470,5025744,7113072,4824039,4730832,6818584,4522272,6975440,9062680,6776200,7569360,9656920,7359964
56503,380.297,True,54822320,4875728,6961872,4663264,9000400,11085992,4670203,4040144,6125776,3840773,3839440,5925496,3628920,5436880,7522424,5237656,5830096,7915952,5617214
56502,297.548,True,29120560,4338640,6424016,4189952,8287184,10372008,4021467,3634128,5718992,3495321,3462096,5547384,3316900,4711376,6796152,4578315,4994000,7079088,4847935
56501,297.622,True,29120560,4338640,6424016,4189950,8287184,10372008,4021522,3630032,5714896,3494777,3462096,5547384,3317652,4711376,6796152,4578318,4994000,7079088,4847937
56500,162.185,True,146783496,4104656,6190544,3957865,8114640,10199976,3848523,3375568,5460944,3239593,3199440,5285240,3052928,4489680,6574968,4355713,4772304,6857904,4623993
56499,458.395,True,17919400,5206992,7292368,5058534,9167824,11252648,4904169,4363216,6448080,4224565,3605456,5690744,3458268,5653456,7738232,5517112,6030288,8115376,5884237
56498,458.032,True,17919400,5206992,7292368,5058535,9171920,11256744,4904478,4363216,6448080,4224739,3605456,5690744,3458280,5653456,7738232,5517114,6030288,8115376,5884239
56497,662.28,True,217770376,24356624,26443320,24190369,28325648,30411784,24041190,18847504,20933672,18692098,18286352,20372952,18119012,27051792,29137872,26895682,29284112,31370512,29114434
56496,615.576,True,93203640,12002256,14089032,11798797,16163792,18250016,11844801,9810896,11897152,9619148,8037328,10124016,7837832,13460432,15546600,13269136,14554064,16640552,14353038
56495,611.69,True,93203640,12002256,14089032,11798435,16163792,18250016,11845610,9806800,11893056,9616136,8033232,10119920,7833204,13460432,15546600,13269239,14554064,16640552,14353077
56494,375.498,True,59839928,19005904,21091800,18857359,22032848,24118184,17769836,15196624,17282000,15058463,12579280,14665080,12434816,20758992,22844280,20624663,22168016,24253616,22019174
56493,292.488,True,45344112,10868176,12953040,10718086,14443984,16528296,10179255,8299984,10384336,8160852,7591376,9676152,7444900,12109264,14193528,11974212,13092304,15176880,12942586
56492,292.532,True,45344112,10868176,12953040,10718669,14443984,16528296,10178309,8287696,10372048,8149601,7599568,9684344,7452444,12109264,14193528,11974327,13092304,15176880,12942567
56491,376.972,True,71199344,14049744,16137032,13849855,18162128,20248864,13842754,11137488,13224256,10947462,10408400,12495600,10209492,16085456,18172136,15898208,17502672,19589672,17302429
56490,163.892,True,37237248,6235600,8321864,6033417,10417616,12503328,6098532,5014992,7100736,4821949,4756944,6843120,4555244,7128528,9214184,6939055,7738832,9824808,7536883
56489,164.275,True,37237248,6235600,8321864,6033416,10417616,12503328,6098506,5014992,7100736,4820818,4756944,6843120,4555016,7128528,9214184,6939057,7738832,9824808,7536883
56488,867.968,True,278951056,50238416,52323800,50088541,52663248,54748072,48398562,36991952,39076816,36854699,36221904,38307192,36074592,55923664,58008440,55789491,60720080,62805168,60570003
56487,215.884,True,32195360,8183760,10269816,8036423,12046288,14131792,7783142,6696912,8782448,6560129,5496784,7582752,5352656,8957904,11043352,8823233,9555920,11641688,9410950
56486,216.44,True,32195360,8183760,10269816,8036423,12050384,14135888,7785255,6696912,8782448,6562197,5492688,7578656,5350192,8957904,11043352,8823235,9555920,11641688,9410951
56485,429.427,True,54824576,13771216,15857112,13625154,17383888,19469224,13117099,10842576,12927952,10707068,10064336,12150136,9919392,15278544,17363832,15144859,16372176,18457776,16224953
56484,223.249,True,25912656,6742480,8828024,6595100,10576336,12661328,6312775,5538256,7623280,5403733,5214672,7300128,5072508,7356880,9441816,7224768,7799248,9884504,7651798
56483,223.049,True,25912656,6742480,8828024,6595099,10576336,12661328,6312666,5538256,7623280,5404900,5214672,7300128,5072372,7356880,9441816,7224769,7799248,9884504,7651798
56482,343.319,True,119790680,9617872,11703416,9472899,13410768,15495760,9149060,7782864,9867888,7648270,7377360,9462816,7233368,10531280,12616216,10400404,11198928,13284184,11053727
56481,146.165,True,31864688,6173648,8258680,6026988,9921488,12005968,5655918,4862928,6947440,4725320,4522960,6607904,4377472,6792144,8876568,6659375,7197648,9282392,7049438
56480,146.62,True,31864688,6173648,8258680,6026987,9921488,12005968,5655834,4862928,6947440,4725271,4514768,6599712,4371360,6792144,8876568,6659378,7197648,9282392,7049440
56479,275.832,True,51660448,13025744,15111288,12880748,16146896,18231888,11882518,10322384,12407408,10186106,8774096,10859552,8629444,14213584,16298520,14079479,15102416,17187672,14955937
56478,333.784,True,22123848,7173072,9258448,7024141,11043792,13128616,6779672,5977040,8061904,5838253,4821968,6907256,4673236,7750608,9835384,7614575,8242128,10327216,8093453
56477,329.479,True,22123848,7173072,9258448,7024142,11043792,13128616,6779811,5977040,8061904,5838830,4821968,6907256,4673288,7750608,9835384,7614575,8242128,10327216,8093452
56476,324.299,True,54130088,4661520,6750088,4494923,8700176,10788200,4413322,3834128,5922184,3678468,3186960,5275440,3021932,5128464,7216432,4974248,5488912,7577200,5322664
56475,532.885,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56474,533.026,True,65618784,12702672,14789160,9784150,12702672,14789160,10105748,12702672,14789160,7568991,12702672,14789160,6572844,12702672,14789160,11337617,12702672,14789160,12501098
56473,194.345,True,65618784,9987024,12073800,9784150,14427088,16513312,10105748,7758800,9845056,7568991,6771664,8858352,6572844,11527120,13613288,11337617,12702672,14789160,12501098
56472,268.118,True,29909736,8512976,10597840,8364927,12424656,14508968,8158899,7042512,9126864,6904680,6178256,8263032,6031108,9205200,11289464,9070135,9868752,11953328,9719376
56471,268.251,True,29909728,8508880,10593744,8361189,12420560,14504872,8155833,7038416,9122768,6901073,6174160,8258936,6028028,9201104,11285368,9065893,9864656,11949232,9716627
56470,274.309,True,18931312,4174800,6259832,4028222,8160208,10244688,3898633,3490768,5575280,3354335,3318736,5403680,3174480,4527056,6611480,4392417,4793296,6878040,4648990
56469,212.874,True,71018496,10016208,12100728,9868486,13329872,15413840,9064718,7878096,9962096,7741174,7402960,9487392,7257132,10986960,13070872,10852036,11670992,13755224,11523559
56468,214.347,True,71018496,10016208,12100728,9868485,13329872,15413840,9064571,7878096,9962096,7740147,7402960,9487392,7256864,10986960,13070872,10852037,11670992,13755224,11523559
56467,358.888,True,41479224,10810320,12895352,10664192,14296016,16380496,10033467,8479696,10564208,8343181,7148496,9233440,7004168,11916240,14000664,11780644,12776400,14861144,12631406
56466,369.565,True,26401424,6468560,8553600,6323207,10392528,12477008,6127761,5268432,7352944,5133201,4297680,6382624,4152368,7087056,9171480,6955503,7566288,9651032,7423244
56465,369.098,True,26401424,6468560,8553600,6323212,10392528,12477008,6127637,5268432,7352944,5134089,4297680,6382624,4152072,7087056,9171480,6955507,7566288,9651032,7423246
56464,955.362,True,31622632,7857104,9942480,7709051,11637712,13722536,7372400,6439888,8524752,6301848,6112208,8197496,5966952,8586192,10670968,8452124,9106384,11191472,8957061
56463,484.194,True,42399120,7795664,9881040,7646079,11650000,13734824,7385941,6370256,8455120,6231925,5239760,7325048,5094136,8565712,10650488,8432506,9143248,11228336,8996096
56462,484.498,True,42399120,7795664,9881040,7646077,11650000,13734824,7385882,6366160,8451024,6227852,5239760,7325048,5094348,8565712,10650488,8432509,9143248,11228336,8996097
56461,757.372,True,31858288,8307760,10394848,8142627,11867184,13953720,7585028,6681648,8768224,6526987,5788720,7875720,5625824,9102384,11188872,8947747,9708592,11795392,9541894
56460,640.22,True,24184344,5514192,7599568,5367814,9454544,11539368,5189572,4510672,6595536,4372319,4228048,6313336,4080800,6042576,8127352,5908077,6427600,8512688,6280927
56459,640.786,True,24184344,5514192,7599568,5367817,9454544,11539368,5188863,4506576,6591440,4370646,4223952,6309240,4079872,6042576,8127352,5908078,6427600,8512688,6280927
56458,268.879,True,59401936,10282448,12368760,10069779,14341584,16427344,10010852,8279504,10365296,8077415,6669776,8756000,6460492,11523536,13609240,11323251,12416464,14502488,12202206
56457,394.917,True,130679696,10186704,12273104,10041347,13922256,16008104,9656972,8372176,10458064,8235902,7901136,9987448,7757212,11128784,13214584,10992473,11837392,13923504,11690722
56456,391.543,True,130679696,10186704,12273104,10041345,13922256,16008104,9656972,8376272,10462160,8237471,7901136,9987448,7756352,11128784,13214584,10992477,11837392,13923504,11690724
56455,431.843,True,90134504,16848336,18934600,16643476,20989392,18880800,16667428,13100496,15186240,12906885,12449232,14535408,12246772,19776976,21862632,19587825,21648848,23734824,21448445
56454,430.087,True,69937720,14430160,16516216,14286295,18010064,20095568,13747799,11501520,13587056,11369276,9474000,11559968,9333124,15949776,18035224,15818938,17055696,19141464,16910110
56453,431.107,True,69937720,14430160,16516216,14286352,18010064,20095568,13747795,11501520,13587056,11369566,9474000,11559968,9330540,15949776,18035224,15818941,17055696,19141464,16910112
56452,342.762,True,37836200,10352080,12436600,10204994,14120400,16204368,9856611,8390096,10474096,8253711,7906768,9991200,7760624,11339216,13423128,11203934,12064208,14148440,11920094
56451,225.65,True,26005128,5592528,7677392,5443792,9430480,11514792,5164353,4449744,6534096,4310335,3864016,5948792,3718548,6170064,8254328,6032538,6620624,8705200,6473052
56450,219.197,True,26005128,5592528,7677392,5443788,9430480,11514792,5164183,4445648,6530000,4309509,3868112,5952888,3719912,6170064,8254328,6032536,6620624,8705200,6473052
56449,183.205,True,34021400,6190032,8275416,6040292,10114000,12198824,5849142,5112784,7197648,4976443,4834256,6919544,4689340,6771664,8856440,6634062,7205840,9290928,7060116
56448,269.574,True,313709888,7971792,10058456,7759113,12534736,14620840,8205920,5903312,7989456,5704724,5391312,7477880,5180368,9950160,12036216,9751680,11121616,13207984,10911973
56447,268.619,True,313709888,7971792,10058456,7759115,12534736,14620840,8206058,5891024,7977168,5688682,5383120,7469688,5175108,9950160,12036216,9751681,11121616,13207984,10911973
56446,287.54,True,19556664,4826064,6911104,4677652,8864720,10949200,4601766,3961808,6046320,3826883,3736528,5821472,3589864,5288912,7373336,5154406,5641168,7725912,5493509
56445,297.411,True,43174544,8857040,10941904,8709314,12588496,14672808,8320658,7255504,9339856,7119716,6874576,8959352,6725792,9688528,11772792,9551062,10261968,12346544,10112492
56444,294.86,True,43174544,8857040,10941904,8709316,12588496,14672808,8320727,7259600,9343952,7123368,6870480,8955256,6722820,9688528,11772792,9551063,10261968,12346544,10112493
56443,357.432,True,52681936,14247376,16331896,14101031,17864144,19948112,13597884,11556304,13640304,11418086,10810832,12895264,10667820,15607248,17691160,15475011,16643536,18727768,16497569
56442,307.269,True,28543664,5455824,7543624,5253685,9527248,11614496,5208853,4497360,6584640,4307452,4280272,6367984,4079568,6107088,8194280,5919184,6569936,8657448,6368858
56441,307.557,True,28543664,5455824,7543624,5253685,9527248,11614496,5208805,4497360,6584640,4307827,4280272,6367984,4080192,6107088,8194280,5919185,6569936,8657448,6368858
56440,540.507,True,26438720,6095824,8181200,5948282,10081232,12166056,5817790,4981712,7066576,4843851,4649936,6735224,4502172,6714320,8799096,6578650,7185360,9270448,7036905
56439,258.444,True,40525600,8888272,10976120,8676910,13160400,15247696,8832501,7086032,9173360,6886522,6705104,8792864,6496512,10125264,12212504,9928902,11001808,13089368,10790152
56438,258.116,True,40525600,8888272,10976120,8676909,13160400,15247696,8832432,7086032,9173360,6886483,6709200,8796960,6499096,10125264,12212504,9928902,11001808,13089368,10790152
56437,369.641,True,28658888,4661200,6748840,4461775,8794064,10881152,4476814,3743696,5830816,3554532,3276752,5364304,3076080,5341136,7428168,5154778,5824464,7911816,5625847
56436,328.297,True,35466320,6553552,8639952,6407734,10272720,12358568,6008176,5177296,7263184,5042530,4804560,6890872,4660624,7229392,9315192,7094924,7651280,9737392,7503040
56435,331.351,True,35466320,6553552,8639952,6407356,10272720,12358568,6009216,5177296,7263184,5042472,4804560,6890872,4660832,7229392,9315192,7094589,7651280,9737392,7502909
56434,1402.3,True,105946704,12812336,14900104,12651038,16117808,18205024,11838666,10219568,12306816,10068397,8302640,10390320,8141976,14065712,16152872,13914139,15040560,17128040,14877205
56433,334.8,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56432,337.248,False,-1,20816944,22903744,17105814,20816944,22903744,17116885,20816944,22903744,13284741,20816944,22903744,12750860,20816944,22903744,19064860,20816944,22903744,20651153
56431,396.686,True,62638776,17273904,19361000,17105814,21402672,23489208,17116885,13440048,15526624,13284741,12915760,15002760,12750860,19219504,21305992,19064860,20816944,22903744,20651153
56430,484.579,True,43186168,8413136,10500936,8210690,12595152,14682400,8276222,6741968,8829248,6551201,6311888,8399600,6113232,9613264,11700456,9425050,10461136,12548648,10258712
56429,483.674,True,43186168,8413136,10500936,8210693,12595152,14682400,8276213,6750160,8837440,6559279,6311888,8399600,6113668,9613264,11700456,9425050,10461136,12548648,10258712
56428,221.19,True,27593840,7622608,9708664,7476056,11509712,13595216,7245435,6201296,8286832,6066678,5775312,7861280,5631532,8368080,10453528,8236027,8912848,10998616,8766792
56427,540.223,True,45778416,7570384,9657160,7369522,11727824,13814048,7406490,6161360,8247616,5969035,5170128,7256816,4970804,8553424,10639592,8364073,9270224,11356712,9068693
56426,540.956,True,45778416,7570384,9657160,7369515,11727824,13814048,7406596,6161360,8247616,5971133,5170128,7256816,4968688,8553424,10639592,8364073,9270224,11356712,9068693
