cid,time,compile,vmlinux,GZIP-bzImage,GZIP-vmlinux,GZIP,BZIP2-bzImage,BZIP2-vmlinux,BZIP2,LZMA-bzImage,LZMA-vmlinux,LZMA,XZ-bzImage,XZ-vmlinux,XZ,LZO-bzImage,LZO-vmlinux,LZO,LZ4-bzImage,LZ4-vmlinux,LZ4
55865,324.825,True,72961624,12386768,14474056,12184050,16441808,18528544,12123425,9990608,12077376,9799539,9396688,11483888,9197676,13894096,15980776,13704880,14963152,17050152,14760468
55864,316.298,True,55266184,10741200,12827344,10530586,14992848,17078440,10664421,8369616,10455248,8169543,7960016,10046072,7750632,12555728,14641272,12357179,13747664,15833520,13537225
55863,261.268,True,52459688,9532880,11617744,9383009,13051344,15135656,8783651,7554512,9638864,7415388,6444496,8529272,6297336,10474960,12559224,10340214,11191760,13276336,11043740
55862,405.885,True,109188960,20096784,22185096,19863900,23938832,26026600,19590700,15566608,17654408,15344271,13985552,16073784,13753764,23176976,25264688,22957960,25310992,27399024,25078628
55861,644.401,True,21795608,5571536,7656912,5422340,9520080,11604904,5252967,4596688,6681552,4458495,4338640,6423928,4190440,6075344,8160120,5939222,6468560,8553648,6321509
55860,604.086,True,148869640,19509200,21595264,19364253,23003088,25088592,18741055,14561232,16646768,14428296,13733840,15819808,13590364,21671888,23757336,21539505,23592912,25678680,23448387
55859,557.745,True,116542480,14684112,16771752,14485412,18722768,20809856,14407009,11358160,13445280,11170310,9723856,11811408,9524676,17108944,19195976,16920779,18800592,20887944,18601368
55858,513.221,True,55676472,20054576,22142176,19891771,23253552,25340600,18971342,16265776,18352864,16111205,15630896,17718408,15466512,21770800,23857800,21617143,23007792,25095104,22843926
55857,259.793,True,38141208,6352944,8442504,6122465,10625072,12714080,6278310,4997168,7086208,4778666,4775984,6865456,4548840,7438384,9527336,7222675,8163376,10252648,7937666
55856,317.674,True,46693152,10687440,12772816,10537793,14439376,16524200,10171733,8774608,10859472,8638855,8258512,10343800,8111620,11682768,13767544,11547775,12379088,14464176,12232713
55855,209.963,True,210870520,6865872,8951248,6716414,10814416,12899240,6550079,5628880,7713744,5494031,5346256,7431544,5201916,7562192,9646968,7429100,8066000,10151088,7918996
55854,392.423,True,24513352,6653392,8738256,6504375,10540496,12624808,6275825,5453264,7537616,5316754,5125584,7210360,4980020,7308752,9393016,7171427,7783888,9868464,7635761
55853,192.253,True,36104600,10043344,12129744,9897918,13463504,15549352,9198517,8015824,10101712,7881029,6856656,8942968,6710768,10973136,13058936,10837264,11706320,13792432,11561845
55852,340.904,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55851,261.342,True,23998992,6009808,8095184,5860749,9901008,11985832,5634195,5002192,7087056,4866247,4142032,6227320,3994820,6530000,8614776,6396223,6943696,9028784,6795635
55850,492.543,True,36119672,9617872,11703760,9472564,13640144,15725480,9373054,7623120,9708496,7486880,7385552,9471352,7238676,10650064,12735352,10515281,11538896,13624496,11394232
55849,542.36,True,142528824,29388752,31475160,29241362,31625168,33711016,27359747,21647312,23733200,21512084,20578256,22664568,20431604,33353680,35439480,33218720,36765648,38851760,36617941
55848,422.826,True,38145152,9896400,11981944,9748466,13406672,15491664,9142892,7782864,9867888,7648331,6713808,8799264,6568772,10891728,12976664,10760302,11653584,13738840,11507749
55847,674.575,True,61465568,5293008,7378040,5148634,9245648,11330128,4982520,4355024,6439536,4220127,4080592,6165536,3934384,5751760,7836184,5620043,6087632,8172376,5942716
55846,230.122,True,20479400,4215760,6300792,4070438,8209360,10293840,3947019,3490768,5575280,3353820,2933712,5018656,2789880,4625360,6709784,4491182,4940752,7025496,4795207
55845,277.224,True,26684752,6267344,8352888,6123356,10244560,12329552,5982473,5087696,7172720,4952505,4194768,6280224,4049160,6898128,8983064,6764977,7377360,9462616,7231745
55844,224.488,True,68439344,10600912,12686800,10454723,13976016,16061352,9709327,8487376,10572752,8350021,7270864,9356664,7126432,11612624,13697912,11477636,12366288,14451888,12218650
55843,369.538,True,362092624,10846672,12932568,10698343,14590416,16675752,10325615,8823248,10908624,8686222,8331728,10417528,8186148,11878864,13964152,11742463,12628432,14714032,12481637
55842,718.823,True,90456872,11200272,13288752,10967461,15370000,17457928,11018778,9119504,11207464,8898700,7477008,9565400,7247620,12592912,14680784,12373320,13604624,15692816,13369687
55841,484.739,True,37159064,7078352,9165688,6868756,11157968,13244752,6830441,5829072,7915888,5626897,4833744,6920992,4625800,7864784,9951512,7666658,8466896,10553944,8256349
55840,352.376,True,35237248,4804560,6890616,4659110,8732624,10818128,4468266,3936208,6021744,3800554,3674064,5760032,3531664,5300176,7385624,5168441,5623760,7709528,5477937
55839,297.682,True,94297736,13496784,15583952,13286380,18190800,20277416,13864234,10097104,12183760,9895954,8634832,10721912,8426064,16380368,18466936,16181929,18407888,20494768,18198050
55838,253.498,True,30291320,9274320,11359696,9124357,13042640,15127464,8775873,7635920,9720784,7496554,7275472,9360760,7127384,10093520,12178296,9957373,10699728,12784816,10552763
55837,468.076,True,102511472,9084880,11171288,8940353,12881872,14967720,8615716,7344080,9429968,7209127,6774736,8861048,6630308,9965520,12051320,9833168,10637264,12723376,10488507
55836,436.977,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55835,382.862,True,21782192,6734800,8820176,6588978,10601424,12686248,6333837,5522384,7607248,5384547,4498384,6583672,4351712,7386064,9470840,7249491,7877584,9962672,7729000
55834,357.335,True,102494432,18458064,20544168,18256649,22238672,24324224,17918879,14431696,16517280,14239145,12858832,14944848,12660264,21284304,23369800,21095795,23238096,25323912,23035563
55833,599.817,True,273867728,7516112,9602512,7368391,11333584,13419432,7070194,6131664,8217552,5995432,5791696,7878008,5644676,8294352,10380152,8161780,8802256,10888368,8653901
55832,333.177,True,22676584,6411216,8496592,6263935,10224592,12309416,5959881,5284816,7369680,5149333,5022672,7107960,4877824,6923216,9007992,6789409,7287760,9372848,7141122
55831,319.343,True,235182296,12322064,14411056,12091703,16864528,18952968,12514692,9516304,11604776,9292948,9127184,11216088,8894972,14267664,16356048,14046006,15746320,17835024,15512490
55830,374.261,True,129901840,17448912,19536720,17246101,22020048,24107296,17701182,12677072,14764352,12485002,11145168,13232880,10946904,21995472,24082664,21805355,25014224,27101736,24814375
55829,275.978,True,49209312,13849552,15934928,13700283,17179600,19264424,12913159,10920912,13005776,10783387,8451024,10536312,8303916,15193040,17277816,15059429,16286672,18371760,16140645
55828,499.116,True,23245520,6325200,8410576,6177607,10326992,12411816,6060630,5186512,7271376,5047033,4867024,6952312,4721208,6968272,9053048,6832719,7467984,9553072,7321695
55827,343.746,True,55795944,11805648,13891024,11659312,15119312,17204136,10853834,9470928,11555792,9334735,8025040,10110328,7877576,12870608,14955384,12737199,13698000,15783088,13550751
55826,263.922,True,49691456,7335888,9421944,7191445,11096016,13181520,6835591,5947344,8032880,5813091,4734928,6820896,4590884,8028112,10113560,7894773,8617936,10703704,8474870
55825,934.125,True,38430728,8311760,10396792,8163893,12108752,14193232,7843193,6779856,8864368,6643005,6407120,8492064,6262556,9122768,11207192,8990019,9716688,11801432,9570283
55824,249.321,True,126726512,7676368,9763656,7473930,11907536,13994272,7589213,6193616,8280384,6001275,5865936,7953136,5667964,8708560,10795240,8521190,9441744,11528744,9238111
55823,501.517,True,102191016,28140496,30225872,27993492,31106000,33190824,26841573,22037456,24122320,21900456,21558224,23643512,21410096,30839760,32924536,30703224,33424336,35509424,33277807
55822,669.742,True,45091232,14304720,16389240,14159406,17946064,20030032,13680403,11486672,13570672,11351245,9647568,11732000,9504156,15693264,17777176,15558143,16688592,18772824,16543013
55821,347.015,True,59717040,7603152,9688528,7454965,11453392,13538216,7189444,5886928,7971792,5749860,5084112,7169400,4936396,8467408,10552184,8330602,9196496,11281584,9050025
55820,431.877,True,73866184,16875984,18963272,16675635,21029328,23116064,16709306,13451728,15538496,13261135,12624336,14711536,12426476,19132880,21219560,18945133,20758992,22845992,20555965
55819,306.814,True,63182320,11826128,13912744,11623818,15872976,17959040,11554742,9528272,11614368,9337735,7713744,9800272,7513020,13235152,15321160,13046732,14287824,16374152,14086503
55818,249.603,True,29655040,9389520,11474040,9244883,13166032,15250000,8901935,7710160,9794160,7576499,7259600,9344032,7115820,10241488,12325400,10107632,10884560,12968792,10737414
55817,251.632,True,47786608,10063824,12150232,9917056,13807568,15893416,9540550,8179664,10265552,8044454,7606224,9692536,7459440,10997712,13083512,10863763,11673552,13759664,11529071
55816,511.445,True,96624432,26494416,28579288,26347830,28677584,30761896,24412353,20600272,22684624,20463688,18838992,20923768,18691440,29140432,31224696,29003031,31114704,33199280,30966165
55815,132.5,True,27412376,5264848,7351000,5051426,9496016,11581608,5165699,4277712,6363344,4076550,4003280,6089336,3792236,5985744,8071288,5786283,6493648,8579504,6283773
55814,732.641,True,72980984,10298640,12387584,10075083,14390544,16478936,10050212,8336656,10425088,8125742,7873808,9962664,7651344,11621648,13709992,11410231,12567824,14656480,12344060
55813,220.015,True,64188536,8451024,10537680,8241407,12514256,14600360,8184462,6693840,8779984,6493935,6362064,8448632,6152448,9733072,11819128,9534772,10593232,12679600,10381139
55812,329.127,True,43457952,13218256,15304144,13070375,17056208,19141544,12789282,10740176,12825552,10603068,8810960,10896760,8664916,14496208,16581496,14362889,15487440,17573040,15341175
55811,293.663,True,48540296,11015120,13101944,10804138,15078352,17164624,10749928,8926160,11012464,8722994,8491984,10578712,8283504,12362704,14448920,12162661,13304784,15391320,13094592
55810,389.013,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55809,220.845,True,52510800,12379088,14464120,12231932,15664080,17748560,11398665,9655248,11739760,9520134,7615440,9700384,7473224,13726672,15811096,13594067,14783440,16868184,14637617
55808,462.118,True,83888024,18511632,20600112,18277467,22628112,24716040,18279161,14747408,16835368,14525206,13948688,16037080,13718624,20965136,23053008,20742891,22664976,24753168,22430678
55807,215.884,True,27164840,6468560,8553936,6320690,10134480,12219304,5869367,5178320,7263184,5039849,4449232,6534520,4304292,7062480,9147256,6928292,7521232,9606320,7373999
55806,330.208,True,120386032,11072464,13157848,10922803,14808016,16892840,10542569,8954832,11039696,8815612,7177168,9262456,7031048,12145616,14230392,12008259,12968912,15054000,12821934
55805,180.453,True,24095320,7222224,9307600,7074878,11084752,13169576,6817105,5923792,8008656,5787871,4879312,6964600,4731004,7857104,9941880,7720776,8356816,10441904,8209693
55804,861.401,True,84450056,16880592,18965624,16734324,20235216,22319696,15970535,12858320,14942832,12721523,11650000,13734944,11505344,18826192,20910616,18693880,20386768,22471512,20242393
55803,322.054,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55802,288.423,True,46305288,10424784,12510680,10278239,14291408,16376744,10027795,8462800,10548176,8325256,7840208,9926008,7693736,11424208,13509496,11287800,12165584,14251184,12018637
55801,321.462,True,58614184,12685776,14773112,12473678,16835024,18921808,12505114,10240464,12327280,10038984,9490896,11578144,9282604,14287312,16374040,14087212,15434192,17521240,15224985
55800,196.21,True,56313656,9471440,11557704,9266986,13944272,16029984,9623495,7390672,9476416,7197891,7169488,9255664,6969292,10925520,13011176,10736653,12035536,14121512,11832010
55799,312.739,True,21847864,4211152,6297040,4062680,8229328,10314664,3964036,3453392,5538768,3316998,3289552,5375352,3144872,4641232,6726520,4504349,4952528,7038128,4805855
55798,600.188,True,90813992,7942096,10028504,7795199,11702224,13788072,7437819,6410192,8496080,6275855,6098896,8185208,5952616,8683472,10769272,8550369,9236432,11322544,9090228
55797,174.778,True,14079824,2686928,4774728,2484084,6840272,8927520,2521625,2228176,4315456,2037068,2133968,4221680,1934352,3006416,5093608,2817499,3248080,5335592,3045626
55796,366.237,True,49497216,14098384,16184448,13954397,17702864,19788368,13438625,11239376,13324912,11104633,9310160,11396128,9165576,15548368,17633816,15416421,16687056,18772824,16542195
55795,164.134,True,22784688,4961232,7046264,4817251,8799184,10883664,4535822,3965904,6050416,3831547,3462096,5547040,3318260,5481424,7565848,5350428,5882832,7967576,5737257
55794,209.604,True,42145728,7496656,9583488,7284631,11740112,13826384,7412351,6005712,8092016,5804444,5702608,7789344,5493320,8565712,10651928,8366755,9298896,11385432,9088567
55793,328.905,True,23965760,5504976,7591032,5358756,9416656,11502160,5153289,4538320,6623856,4402829,4317136,6403104,4173072,6053840,8139288,5921181,6467536,8553304,6325680
55792,386.894,True,44629200,13555152,15640024,13407282,17061328,19145640,12796719,10982864,13067216,10845991,10397136,12481912,10248392,14792144,16876408,14655172,15697360,17781936,15547417
55791,325.065,True,26570656,5731280,7817608,4421280,5731280,7817608,4448354,5731280,7817608,3541566,5731280,7817608,3324876,5731280,7817608,5089837,5731280,7817608,5528817
55790,404.625,True,27697648,6767568,8852600,6621760,10634192,12718672,6371568,5538768,7623280,5403555,5235664,7320608,5090676,7410640,9495064,7277033,7877584,9962328,7730313
55789,193.645,True,41561392,10998736,13083768,10851328,14595024,16679504,10330277,8860624,10945136,8724488,6902736,8987680,6758724,11998160,14082584,11866407,12817360,14902104,12670353
55788,172.353,True,24721512,7144400,9229432,6999817,11043792,13128272,6778641,5854160,7938672,5720399,5460944,7545888,5316556,7807952,9892376,7673671,8324048,10408792,8178367
55787,174.392,True,18315408,4371408,6456440,4225684,8369104,10453584,4104442,3593168,5677680,3456662,3417040,5501984,3271012,4797392,6881816,4663586,5104592,7189336,4961142
55786,167.44,True,33312760,8249296,10335696,8103542,11919312,14005160,7652498,6524880,8610768,6389233,5574608,7660920,5430064,9105360,11191160,8971104,9781200,11867312,9633077
55785,267.573,True,53763560,13362640,15447160,13216637,16500176,18584144,12235862,10315216,12399216,10181854,8824272,10908704,8678824,14767568,16851480,14633005,15816144,17900376,15668940
55784,671.467,True,87709464,8536016,10622416,8388563,12373968,14459816,8108011,7061456,9147344,6926991,5861328,7947640,5715820,9310160,11395960,9175498,9924560,12010672,9777978
55783,354.704,True,57330832,15934928,18019448,15787877,19105232,21189200,14841656,12494288,14578288,12358400,10933712,13018144,10791108,17556944,19640856,17423896,18822608,20906840,18674642
55782,389.956,True,21448984,4764624,6850008,4617793,8737744,10822568,4473252,3941328,6026192,3801945,3687376,5772664,3540384,5186512,7271288,5050150,5506000,7591088,5356118
55781,435.867,True,25666384,6116304,8201688,5969729,10027984,12112808,5762822,5006288,7091152,4869084,4744144,6829432,4599984,6751184,8835960,6615330,7205840,9290928,7057894
55780,130.778,True,23836896,5047248,7132280,4901826,8852432,10936912,4588485,3888080,5972592,3752457,3535824,5620768,3392476,5608400,7692824,5474420,5948368,8033112,5802151
55779,601.76,True,21146712,5145552,7230928,4998943,9090000,11174824,4826511,4301776,6386640,4164115,4080592,6165880,3936604,5592016,7676792,5457922,5948368,8033456,5800254
55778,376.297,True,26570656,4621264,6707880,4421280,8766416,10852480,4448354,3732432,5818528,3541566,3523536,5610064,3324876,5276624,7362632,5089837,5731280,7817608,5528817
55777,324.724,True,38371320,11293136,13379032,11144280,15086032,17171368,10819320,9077200,11162576,8941722,8409552,10495352,8265048,12366288,14451576,12231139,13210064,15295664,13061692
55776,328.66,True,166844128,10465744,12553080,10254308,14840272,16927056,10509482,8106448,10193264,7907734,7528912,9616160,7320428,12181968,14268696,11984410,13312464,15399512,13101696
55775,265.492,True,24151736,4743632,6830920,4542879,8921552,11008288,4603020,3854800,5941568,3664333,3645904,5733104,3445628,5423568,7510248,5233128,5910992,7997992,5709395
55774,217.277,True,451266904,6677968,8764072,6476895,10794448,12880000,6473859,5469648,7555232,5277815,5195216,7281232,4993548,7460304,9545800,7272599,8037840,10123656,7835256
55773,343.025,True,32015280,6153168,8238552,6006259,9937872,12022696,5670271,4924368,7009232,4788242,4223952,6309240,4077656,6747088,8831864,6613302,7209936,9295024,7063068
55772,237.078,True,31590656,8819664,10904696,8676080,12579792,14664272,8315470,7193552,9278064,7057380,6677456,8762400,6534740,9630672,11715096,9499569,10216400,12301144,10072361
55771,380.877,True,63393384,18456528,20542928,18311459,22429648,24515496,18166153,14221264,16307152,14086716,13811664,15897976,13665600,20389840,22475640,20256340,22220752,24306864,22071451
55770,295.658,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55769,270.821,True,116531992,12496848,14583248,12350663,15929296,18015144,11663446,9846736,11932624,9710594,8318928,10405240,8173528,13782992,15868792,13650359,14802896,16889008,14655219
55768,684.547,True,75074512,6479824,8565880,6335338,10399696,12485200,6137928,5308368,7393904,5175855,4362192,6448160,4221020,7106512,9191960,6973468,7602128,9687896,7457654
55767,1056.41,True,822017024,52020688,54105552,51872596,55174608,57258920,50909578,39409104,41493456,39270517,38720976,40805752,38576204,57632208,59716472,57496290,62776784,64861360,62628946
55766,172.051,True,37663896,7701456,9786840,7555233,11592656,13677480,7326364,6333392,8418256,6194840,5256144,7341432,5111780,8393680,10478456,8259515,8975312,11060400,8828561
55765,317.889,True,97628968,14112016,16199216,13944111,17360144,19446792,13076391,11068688,13155368,10911530,9536784,11623896,9372068,15557904,17644496,15403089,16635152,18722064,16468111
55764,224.317,True,28224216,7467472,9553016,7320393,11264464,13349456,7002007,6132176,8217200,5999225,5796304,7881760,5652684,8126928,10211864,7995346,8622544,10707800,8477286
55763,734.764,True,213326520,6071248,8156288,5926053,9987024,12071504,5722549,5006288,7090800,4869432,4690896,6775840,4548072,6673360,8757784,6541482,7042000,9126744,6896299
55762,387.477,True,130046112,20338128,22424392,20135835,25216464,27302176,20895237,15979984,18065728,15788062,15545808,17631984,15343788,23520720,25606376,23331522,26097104,28183080,25893671
55761,441.723,True,46793680,13418960,15504856,13270121,16843216,18928552,12576640,10740176,12825552,10603730,8368592,10454392,8222112,14688720,16774008,14555353,15733200,17818800,15587537
55760,221.976,True,21577328,3802064,5888840,3600931,7906256,9992480,3587007,3134416,5220672,2942649,3003344,5090032,2801104,4244432,6330600,4053126,4559824,6646312,4357520
55759,243.056,True,68202720,13026768,15113080,12813201,16823760,18909520,12495726,10294736,12380528,10093372,8885712,10971928,8674948,14931408,17017112,14732098,16242128,18328152,16030349
55758,395.687,True,32920048,6931408,9018024,6730854,11051984,13138048,6732015,5620688,7706784,5428409,5338064,7424592,5137272,7861200,9947208,7673321,8528848,10615176,8327669
55757,434.642,True,432590952,11555280,13640824,11411287,15307216,17392208,11042648,9372112,11457136,9235449,8913360,10998816,8767136,12575184,14660120,12442291,13324752,15410008,13178904
55756,520.141,True,30919408,6262736,8350536,6059851,10375120,12462368,6057146,5136336,7223616,4947231,4866000,6953712,4666096,7000016,9087208,6811741,7528400,9615912,7326116
55755,580.226,True,81385896,12800976,14887800,12590240,17228752,19315024,12897657,10388432,12474736,10185558,8983504,11070232,8774776,14472144,16558360,14271991,15881168,17967704,15667816
55754,277.197,True,75036008,8840656,10925520,8691395,12682704,14767016,8417209,7140816,9225168,7004194,6686160,8770936,6537756,9709008,11793272,9572633,10327504,12412080,10179805
55753,293.226,True,45405472,11683280,13767800,11534621,15406544,17490512,11142216,9401808,11485808,9266865,7632336,9716768,7487136,12813776,14897688,12681112,13694416,15778648,13545829
55752,514.055,True,42616480,10810416,12897504,10643726,14238768,16325304,9954622,8668208,10754784,8512486,7345200,9432200,7180088,11838512,13925000,11686820,12661808,14748608,12496449
55751,222.228,True,32513208,4490192,6575568,4342253,8475600,10560424,4208453,3757008,5841872,3618625,3163088,5248376,3016332,4879312,6964088,4746059,5190608,7275696,5043066
55750,125.789,True,23223888,4838352,6923384,4692996,8881104,10965584,4619065,3982288,6066800,3847638,3757008,5841952,3613548,5317584,7402008,5183007,5686224,7770968,5540309
55749,212.733,True,36564464,7841040,9930032,7608059,12059920,14148360,7711041,6309136,8397608,6088970,6018320,8107224,5789228,8865040,10953424,8647587,9581840,11670544,9351978
55748,538.2,True,132908240,16724944,18810320,16575770,20222928,22307752,15958733,12747728,14832592,12612249,10945488,13030776,10798880,18625488,20710264,18490582,20247504,22332592,20101352
55747,373.61,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55746,234.607,True,59039680,5439440,7525840,5293314,9207760,11293608,4942160,4251600,6337488,4115245,3772368,5858680,3626280,6012880,8098680,5877652,6455248,8541360,6310351
55745,469.337,True,34519752,5497808,7584584,5294313,9659344,11745568,5337938,4453328,6539584,4261301,4170704,6257392,3971108,6239184,8325352,6049798,6763472,8849960,6561303
55744,376.847,True,80015408,22163920,24249816,22015675,24805840,26891176,20541552,17416656,19502032,17278149,14893520,16979320,14748788,24265168,26350456,24128120,25944528,28030128,25795777
55743,378.389,True,52687424,6390832,8479320,6171530,10687536,12775472,6347503,5067824,7155792,4855994,4723760,6812160,4503836,7521328,9609208,7313119,8217648,10305848,7997416
55742,329.028,True,72932152,8167376,10253776,8021772,12165072,14250920,7901394,6459344,8545232,6321861,6262736,8349048,6115020,9060304,11146104,8924162,9789392,11875504,9642123
55741,275.18,True,265555120,7791056,9876600,7646659,11571664,13656656,7309884,6427088,8512112,6293982,6087120,8172576,5942448,8511952,10596888,8379695,9023952,11109208,8880906
55740,319.981,True,92802424,10499024,12584400,10350836,13550544,15635368,9285092,7955408,10040272,7816846,6960080,9045368,6813800,11703248,13788024,11567701,12620752,14705840,12470991
55739,432.949,True,432590952,11555280,13640824,11411286,15307216,17392208,11042585,9372112,11457136,9235662,8917456,11002912,8771832,12575184,14660120,12442291,13324752,15410008,13178904
55738,299.371,True,31899536,3998672,6083704,3854347,8037328,10121808,3772360,3171280,5255792,3035283,3081168,5166112,2938600,4432848,6517272,4300620,4793296,6878040,4646848
55737,370.536,True,66737312,15774160,17860056,15628525,19304912,21390248,15038127,12501456,14586832,12364717,10396112,12481912,10248344,17371600,19456888,17238042,18579920,20665520,18433148
55736,177.005,True,24472640,5092304,7177688,4945771,9188304,11273128,4923157,4015056,6099920,3876130,3900368,5985656,3752700,5657552,7742328,5523183,6124496,8209584,5978900
55735,515.823,True,105226616,29566416,31651288,29416181,31286736,33371048,27018452,22971856,25056208,22832869,22009296,24094072,21861796,32339408,34423672,32205248,34305488,36390064,34158178
55734,136.564,True,13735600,3182544,5268944,3037212,7262160,9348008,2996000,2629584,4715472,2494059,2514896,4601208,2369064,3489744,5575544,3354149,3731408,5817520,3585719
55733,251.676,True,44392744,12571088,14656632,12427696,15938000,18022992,11675007,9892304,11977328,9757113,8466896,10552352,8321604,13816272,15901208,13685708,14791120,16876376,14648518
55732,338.672,True,174448872,11153360,13241040,10942772,15364048,17451176,11035689,8904656,10991824,8703622,8388560,10476152,8180812,12685264,14772344,12488535,13766608,15854000,13554540
55731,367.249,True,77127816,18269648,20354168,18120888,21091792,23175760,16826520,14353872,16437872,14217193,12764624,14849056,12620572,20108752,22192664,19974963,21497296,23581528,21351224
55730,206.089,True,21828760,5006288,7091320,4861768,8917968,11002448,4654680,4047824,6132336,3913492,3179472,5264416,3034128,5485520,7569944,5353569,5886928,7971672,5741170
55729,281.01,True,20080072,4916176,7001552,4766538,8856528,10941352,4591292,4068304,6153168,3929593,3826640,5911928,3678572,5374928,7459704,5238618,5718992,7804080,5572736
55728,426.112,True,32363448,4997584,7083472,4851467,8917456,11002792,4651589,4141520,6226896,4004213,3916240,6002040,3769028,5448144,7533432,5314416,5779920,7865520,5632525
55727,277.027,True,36634824,12119504,14206072,11976701,15711696,17797712,11449703,9948624,12034672,9815598,8068560,10155040,7925096,13196752,15282712,13065272,14061008,16147288,13918339
55726,315.262,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55725,423.061,True,56295344,17339344,19424728,17190540,20890576,22975400,16624064,13997008,16081872,13858653,11932624,14017912,11786720,18936784,21021560,18800015,20120528,22205616,19975094
55724,308.541,True,36961632,11285040,13372640,11121430,15004208,17091256,10720735,9224752,11311840,9069671,8553008,10640520,8390448,12309040,14396040,12154513,13046320,15133632,12882176
55723,287.552,True,46521712,10925008,13011784,10723677,14922704,17008928,10602344,8856528,10942784,8666031,8340432,10427120,8138524,12202960,14289128,12014160,13108176,15194664,12904235
55722,177.175,True,71484536,6410704,8496248,6265044,10416592,12501584,6154723,5255632,7340656,5121947,4268496,6353952,4122636,7021008,9105944,6888717,7520720,9605976,7376079
55721,205.286,True,48866512,9355216,11442896,9145857,13410256,15497384,9082229,7634896,9722064,7434747,6340560,8428152,6130432,10416080,12503160,10218912,11186128,13273520,10976362
55720,222.441,True,17856120,4732368,6817232,4585486,8680912,10765224,4413589,3925456,6009808,3788315,3659216,5743992,3511200,5146064,7230328,5011145,5473744,7558320,5323915
55719,218.91,True,26916528,8544208,10630264,8399973,12447696,14533200,8184941,6967248,9052784,6832443,5599184,7685152,5457944,9326544,11411992,9195117,9965520,12051288,9820046
55718,546.02,True,30298568,6693840,8780616,6492819,10879952,12966176,6558989,5477328,7563584,5286753,5202896,7289584,5001672,7566288,9652456,7374930,8197072,10283560,7993762
55717,404.276,True,49020992,14595536,16680056,14448301,18179536,20263504,13914428,11666896,13750896,11530743,10855888,12940320,10711472,16004560,18088472,15869318,17036752,19120984,16889544
55716,366.72,True,61907408,4870096,6957736,4669296,9035728,11122816,4718264,3977168,6064288,3786546,3727312,5814864,3528612,5492688,7579720,5306817,5943248,8030600,5745650
55715,329.669,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55714,292.686,True,36222792,10061264,12146128,9911000,13858256,15942568,9590145,8185296,10269648,8048449,7726544,9811320,7579672,11007440,13091704,10870181,11683280,13767856,11533094
55713,312.774,True,24763368,6107088,8193144,5961493,10002384,12087888,5739043,4956112,7041648,4820827,4603856,6689824,4459232,6643664,8729112,6511845,7040976,9126744,6897106
55712,527.017,True,31773224,9249232,11335120,9103377,13050320,15135656,8786778,7659984,9745360,7524476,6328784,8414584,6183912,10031568,12116856,9896114,10670544,12756144,10523240
55711,285.323,True,25896904,3952592,6040440,3741131,8122320,10209616,3792657,3219408,5306736,3017399,3067856,5155616,2859040,4505552,6592792,4307027,4886480,6974040,4676591
55710,308.71,True,37894184,10801616,12887160,10656559,14479824,16564816,10216337,8647120,10732144,8511912,8196560,10282016,8052316,11882960,13967896,11750506,12640720,14725976,12494832
55709,311.868,True,23827128,6403024,8488400,6257414,10122192,12207016,5858551,5194704,7279568,5058994,4367312,6452600,4222220,6951888,9036664,6817794,7414736,9499824,7268797
55708,574.003,True,33963216,9995216,12080592,9846353,13788112,15872936,9521404,8246224,10331088,8109854,7857104,9942392,7709152,10933200,13017976,10797328,11596752,13681840,11448216
55707,295.962,True,51967768,14173648,16258168,14027974,17462736,19546704,13198850,11052496,13136496,10917652,9479632,11564064,9336272,15554000,17637912,15418806,16684496,18768728,16539028
55706,308.834,True,45087560,6852560,8940368,6653173,11235280,13322528,6916555,5394384,7481664,5203237,4759504,6847216,4561656,7921616,10008808,7730945,8712144,10799656,8512455
55705,210.413,True,53160352,7693264,9778640,7546257,11617232,13702056,7349650,6345680,8430544,6207820,5280720,7366008,5135240,8414160,10498936,8280408,8967120,11052208,8821212
55704,373.1,True,23354376,6173648,8259024,6027612,10130384,12215208,5865181,5096400,7181264,4959487,4178896,6264184,4033980,6747088,8831864,6613875,7205840,9290928,7059945
55703,402.651,True,330851600,19444688,21531304,19245016,24032208,26118272,19715461,14799824,16885920,14607715,13792208,15878736,13594688,23438288,25524296,23250209,25928656,28014984,25727570
55702,517.791,True,74673864,5558224,7644624,5412786,9453520,11539368,5190385,4591568,6677456,4455694,4403152,6489464,4258916,6057936,8143736,5925441,6402000,8488112,6256521
